1,Mon Nov  7 20:43:27 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,-1,266,2808,1, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -68 dBm,108,171,2712,5,-7,250,2737,45851
2,Mon Nov  7 20:43:28 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,1,268,2808,2, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -81 dBm,104,171,2712,5,-7,250,2738,45852
3,Mon Nov  7 20:43:29 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,0,267,2807,3, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -68 dBm,107,171,2712,5,-6,250,2738,45853
4,Mon Nov  7 20:43:30 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,0,267,2810,4, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -70 dBm,108,171,2712,4,-6,249,2738,45854
5,Mon Nov  7 20:43:31 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,4,0,267,2808,5, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -68 dBm,108,171,2712,4,-5,250,2739,45855
6,Mon Nov  7 20:43:32 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,-1,267,2809,6, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,106,171,2712,5,-5,250,2738,45856
7,Mon Nov  7 20:43:33 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,-1,267,2808,7, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -69 dBm,108,171,2712,5,-5,250,2739,45857
8,Mon Nov  7 20:43:34 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,1,265,2810,8, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -69 dBm,107,171,2712,6,-6,249,2738,45858
9,Mon Nov  7 20:43:35 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,0,267,2807,9, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -69 dBm,107,171,2712,5,-5,251,2738,45859
10,Mon Nov  7 20:43:37 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,0,267,2809,11, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,107,171,2712,5,-5,250,2738,45861
11,Mon Nov  7 20:43:38 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,0,265,2808,12, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,107,171,2712,4,-7,249,2738,45862
12,Mon Nov  7 20:43:39 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,0,266,2810,13, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2712,4,-6,252,2738,45863
13,Mon Nov  7 20:43:40 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,0,267,2808,14, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -70 dBm,107,171,2712,5,-5,250,2738,45864
14,Mon Nov  7 20:43:41 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,0,266,2809,15, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -68 dBm,107,171,2712,4,-6,251,2738,45865
15,Mon Nov  7 20:43:42 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,0,266,2807,16, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,105,171,2712,5,-6,250,2738,45866
16,Mon Nov  7 20:43:43 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,4,0,266,2809,17, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -74 dBm,106,171,2712,6,-5,252,2738,45867
17,Mon Nov  7 20:43:44 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,2,-1,265,2808,18, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,106,171,2712,5,-6,249,2739,45868
18,Mon Nov  7 20:43:45 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,3,-1,266,2808,19, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,107,171,2712,5,-7,251,2739,45869
19,Mon Nov  7 20:43:46 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3237,4,-1,266,2808,20, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -73 dBm,108,171,2712,5,-7,250,2738,45870
