1,Mon Nov  7 18:27:00 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,265,2808,1, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -66 dBm,107,171,2712,5,-6,251,2750,37664
2,Mon Nov  7 18:27:01 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,0,266,2809,2, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -62 dBm,108,171,2718,6,-8,249,2750,37665
3,Mon Nov  7 18:27:02 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,0,267,2808,3, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -64 dBm,108,171,2712,5,-5,250,2750,37666
4,Mon Nov  7 18:27:03 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,-1,266,2809,4, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -66 dBm,107,171,2712,5,-6,251,2750,37667
5,Mon Nov  7 18:27:04 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,265,2807,5, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -74 dBm,107,171,2718,4,-6,252,2752,37668
6,Mon Nov  7 18:27:05 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,4,-1,266,2809,6, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -70 dBm,107,171,2718,6,-6,252,2750,37669
7,Mon Nov  7 18:27:06 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,266,2807,7, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -66 dBm,106,171,2718,9,-4,251,2750,37670
8,Mon Nov  7 18:27:07 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,0,267,2810,8, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -74 dBm,108,171,2718,6,-5,251,2750,37671
9,Mon Nov  7 18:27:08 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,267,2808,9, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,108,171,2718,5,-5,251,2749,37672
10,Mon Nov  7 18:27:09 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,267,2810,10, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -70 dBm,107,171,2718,5,-6,250,2752,37673
11,Mon Nov  7 18:27:10 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,4,-1,266,2807,11, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,7,-3,251,2749,37674
12,Mon Nov  7 18:27:11 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,-1,267,2810,12, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,7,-6,250,2750,37675
13,Mon Nov  7 18:27:12 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,1,268,2808,13, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,6,-5,249,2752,37676
14,Mon Nov  7 18:27:13 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,0,266,2809,14, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,107,171,2718,6,-4,250,2750,37677
15,Mon Nov  7 18:27:14 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,268,2808,15, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -73 dBm,107,171,2718,6,-5,251,2750,37678
16,Mon Nov  7 18:27:15 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,4,0,267,2810,16, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,107,171,2718,6,-4,249,2750,37679
17,Mon Nov  7 18:27:16 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,266,2808,17, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,107,171,2718,5,-6,251,2750,37680
18,Mon Nov  7 18:27:17 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,268,2809,18, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,107,171,2718,5,-5,251,2750,37681
19,Mon Nov  7 18:27:18 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,268,2808,19, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,6,-5,252,2749,37682
20,Mon Nov  7 18:27:19 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,-1,267,2810,20, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,6,-6,251,2750,37683
21,Mon Nov  7 18:27:20 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,0,267,2808,21, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,6,-6,250,2750,37684
22,Mon Nov  7 18:27:21 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,1,0,268,2809,22, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,107,171,2718,7,-7,250,2750,37685
23,Mon Nov  7 18:27:22 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,-1,267,2808,23, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,107,171,2718,4,-5,252,2749,37686
24,Mon Nov  7 18:27:23 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,3,0,265,2810,24, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,104,171,2718,6,-6,251,2750,37687
25,Mon Nov  7 18:27:24 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,-1,266,2808,25, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,106,171,2718,5,-4,249,2749,37688
26,Mon Nov  7 18:27:25 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,1,0,267,2809,26, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,108,171,2718,6,-4,251,2750,37689
27,Mon Nov  7 18:27:26 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,1,266,2808,27, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -72 dBm,108,171,2718,5,-5,251,2750,37690
28,Mon Nov  7 18:27:27 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,1,0,266,2809,28, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,107,171,2718,7,-5,252,2752,37691
29,Mon Nov  7 18:27:28 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3231,2,0,266,2809,29, fe80::c30c:0:0:68, c1:0c:00:00:00:00:0f:24,8765,8765,14,26, -71 dBm,106,171,2718,6,-4,250,2749,37692
